# General
## Title
### Hydropower Generation (Run Of River); data for ENTSO-E PECD Version 4.2; file version fv1
## Abstract
### ERA5
## Date
### 2025-06-17
## Date type
### Publication: Date identifies when the data was issued
## Unit
### MWh
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### ERA5 : reanalysis : Copernicus : C3S : C3S Energy : ICS
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@inclimateservice.com
### Organisation name
#### Inside Climate Service
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### Hersbach, H.; Bell, B.; Berrisford, P.; Hirahara, S.; Horanyi, A.; Munoz-Sabater, J.; Nicolas, J.; Peubey, C.; Radu, R.; Schepers, D.; et al. The ERA5 global reanalysis. Q. J. Roy. Meteor. Soc. 2020, 146, 1999-2049, doi:10.1002/qj.3803
## Temporal extent
## Begin date
### 2007-12-31-0000
## End date
### 2008-12-22-0000
## Temporal resolution
### 7 days
## Geographic bounding box
### westBoundLongitude -31.00
### eastBoundLongitude 45.00
### southBoundLatitude 18.00
### northBoundLatitude 75.00
## Spatial resolution
### Pan-European Bidding Zones Onshore
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are ECMWF ERA5 Reanalysis (available at: https://cds.climate.copernicus.eu)
#
Date,AL00,AT00,BA00,BE00,BG00,CH00,CZ00,DE00,ES00,FI00,FR00,GR00,HR00,HU00,IE00,ITCA,ITCN,ITCS,ITN1,ITSA,ITSI,LT00,LU00,ME00,NL00,NOM1,NON1,NOS1,NOS2,NOS3,PL00,PT00,RO00,RS00,SI00,SK00,TR00,UK00
2008-09-29,0.0,281108.4313972761,854.5220514706276,2904.773064959966,19825.661087849978,256644.3013166721,14960.450197645236,271044.80165356974,95922.77536882508,204912.9252696687,425806.53678582096,1680.6305918870685,25438.91283355072,3507.43102724979,8082.546472768311,1566.3853965429676,1632.788131392785,20644.89840911817,280299.13239658147,692.7697082494127,966.0805084126404,4831.972158595236,1248.0257342416735,1524.5115549982943,1708.215484522536,45844.825350980886,29327.12337711697,225944.13105290764,92365.16607168116,23265.21087655481,25177.886799684296,769.5704893368331,164480.61851476214,130078.09283404062,35437.23503777465,61682.57965210069,72351.97557803681,91059.8880491764
2008-10-06,0.0,248760.92850282145,722.5084322119443,2628.063618263751,17422.611939640676,313583.4130542076,14735.043124568909,252534.79776507377,89516.08292297726,224271.82904858023,449322.2985071386,1651.6782628948265,23574.86504423017,3173.9802735618373,7627.167659727451,1506.4848303866884,1487.2857393402417,19229.163420319564,259532.3177402723,638.4343596600352,852.6199041268337,5283.324572595233,1040.336826314341,1341.7876179007708,1589.475719641403,47614.14660894537,34483.49913730335,228356.0919390883,99257.43100941568,25619.216732905155,21996.68716435177,882.8616834816881,157732.90907778929,119791.20672415268,33479.25161628382,57979.42440339837,74120.26989021315,90238.16965874756
2008-10-13,0.0,241970.4789081588,692.4793768779401,2393.915778230745,17057.761809976142,300222.81344653567,14165.050977635676,248997.28049390184,91788.51686370598,212358.12616903288,433690.4914433882,1632.4472682283686,26118.905212161782,3172.896685240683,7650.933941384005,1462.5436288026656,1674.3675188230832,18847.419993122498,247817.07400480623,619.0640450424282,775.51568147197,5949.387207904764,888.3368731076249,1213.3066464446824,1495.2672277039858,46087.072054493656,37215.81256126961,236085.0573583291,99854.52124560936,27334.18674524968,22593.894296425824,832.0140565913892,149238.48984799505,114388.06423375526,35766.49155607261,55269.835172037776,64482.48762676228,89242.01283173793
2008-10-20,0.0,212398.2759104881,605.9649482042569,2724.2746379184946,15987.075658696504,256945.4504862123,14274.181440575305,245230.8111674717,96285.60787577984,265065.7457948832,470910.59069633984,1630.009796419987,22405.054191156887,3308.168921347029,8745.128403447005,1478.364075553734,1915.35595352828,18704.514873276567,312361.7639803671,528.479679869172,747.3709939396459,6073.700044819626,947.7963336085884,1018.0328680100026,1363.2878740003691,48321.24530872736,37979.66077024904,253816.79062754143,129206.9495240695,27998.799274961475,21804.659262429894,824.4942027300752,147760.61633351407,108317.79417519024,33721.11018998951,50022.38301664852,49051.71302104769,92713.1110887029
2008-10-27,0.0,222988.794894252,794.5379128845675,3568.5834199311576,16431.042066912643,312915.2937983035,14662.60296666675,291695.04352147895,114243.50699843846,300096.6675088731,709035.5872314811,1630.009796419987,28249.786921232444,3708.796351240725,9300.886790589188,1500.1964774607668,3187.25151379168,20329.27555013593,404054.7974818278,495.5606867656304,732.6641335592212,7250.668304329367,1449.8045031654283,1307.7848055310128,1351.8188392426118,47040.6974956824,24082.99190285109,224144.1125725016,124124.89678746216,18432.801610414044,23641.5797493838,1150.7182048984675,135552.17032222464,105338.51599388594,52380.45063611181,50430.07861996927,43584.39987919783,91797.93475968462
2008-11-03,0.0,225931.65241016072,891.1537585998501,4142.120346388463,15445.551571525772,297741.67771308124,15005.78455650504,247757.3992388344,108945.28563688644,277258.84801656305,869715.7523075349,1630.009796419987,35143.07069142366,3902.775603624806,10629.324605346985,1804.948809146574,3564.496463532807,21078.671895429565,391618.4690135314,683.81981835502,723.4975122066245,7734.442266904758,1949.0749896779505,1206.8869486515398,1507.650650176183,47152.911571428565,23897.85717055702,219938.25561078105,119521.79452176068,16598.07950430835,23596.334902834376,1515.4280803418433,132303.89078951106,103460.44030354876,62013.96875101068,47073.575380689406,47215.47632144324,90576.00801357186
2008-11-10,0.0,214968.4976019079,848.8125457194767,4476.550735593046,14060.929801232154,246493.29868678012,15463.270065693849,252036.86119574928,109154.49837790472,304174.53479710146,934570.1999382232,1619.1328069200963,30386.208380465527,3320.621910947076,9425.920016153095,2072.956929406126,3814.294710134803,22661.63242912282,349301.8900671949,705.4566437408037,612.8739753396427,8392.540692353166,2183.030070878062,1171.0831435035864,2321.397869393496,47328.05841188796,23747.658129605188,203728.48840554417,125331.13973831176,17645.378642530617,22986.35479952482,1317.9074366960149,146283.68930187987,106242.07317717736,60486.73386111632,43635.80093281328,49439.148896257095,90406.86959638524
2008-11-17,0.0,244337.09051150543,1127.1837173769422,5111.261449086217,15315.893177425616,252411.85110659135,15495.266637845738,300205.09606201167,110545.44024135554,302493.45197271527,954836.4184473074,1345.7802292599206,26221.16799632905,3671.0004812452457,7584.407192084368,2397.684929273545,3583.074185021724,23052.724578559133,309667.18170474743,670.2431329694778,597.6850884509612,9077.531275630952,2302.569762592897,1362.0159434417642,2525.23184579024,50806.55773977196,22989.18507200593,190482.8914948801,118070.37390361469,13533.547467345155,27537.59865621328,1113.2224546083337,151985.17339188932,115542.27545349702,53527.778348314736,46454.70561196439,74428.63762763582,89941.19214874752
2008-11-24,0.0,238395.92912239413,2015.2081288902511,4999.603657688995,14287.222150464677,240680.9106939406,15812.466368608562,249141.8848387135,102635.16432275256,298984.2915545696,883619.9613253933,1344.8144503805115,33046.919772643494,3516.02014141753,7998.712489242505,2719.2857824843627,5164.733401900286,28361.41693878414,314497.673101888,1223.191793199041,571.2812652747332,9281.280363469454,2130.844594687585,2208.7832402970525,2836.6713309301103,49704.44421830988,21936.628703920567,190634.2777768576,118063.23323993813,14742.636791007906,27025.654371878823,1992.7166157903764,149102.36253074266,119580.6038659338,57743.92758362595,46574.59981010787,70114.62167819982,83946.05283730164
2008-12-01,0.0,253117.46749295577,2497.3505939599163,6230.050739263094,15581.840947315486,238078.3752476381,15720.926132289736,260680.6839104039,106653.64388239956,290048.03787607217,924710.2842281644,1346.1442826332411,41010.79152965387,3628.9494747293256,8154.008781594601,3497.109668386048,7042.905978315142,35371.59906940715,297406.0628475822,1538.1494695403492,565.3101312953568,9871.911115284393,2817.782612166255,3619.0178494377137,2987.650240755329,32288.81359909456,22684.03000560869,187312.4278139242,114592.88969774016,10637.341032151437,27375.969369281716,2998.5491311881137,182634.3869113897,144869.96795762304,66562.81020392814,52765.85753285171,69655.68425606807,87612.94390056607
2008-12-08,0.0,275264.13472144806,2359.53960388252,5992.597516855909,14370.554170031177,239074.40706721213,16238.481629710412,266401.5741532159,115082.12602046104,285780.8752417924,958760.9225476056,1308.8580013465864,42995.8437184994,3474.603810576741,8970.839841131645,3997.917483680599,9027.08302503424,39171.15848625136,279247.2392475781,1720.6933947987652,957.11371247307,9752.39917203956,2913.0355491329483,3886.121020020906,2860.029412370078,29442.67886460429,22580.578348661027,187056.5353080856,109730.29854473524,10568.289114793031,26147.54695410848,4194.013287929025,177929.7723682344,151384.8622907215,75070.03788724821,49114.42606853912,74994.5891214392,89785.14758249871
2008-12-15,0.0,319922.67644827184,2775.3003124328134,5162.3903295682985,16668.799206536118,231008.3003030107,16950.235698533983,301031.6027395021,112399.1915847353,288553.6633682341,915612.3713650112,1308.8580013465864,45391.99157496543,3370.7199217758643,8612.99765199295,3732.1263411988552,9861.41242179817,40429.67290893986,297329.97803323384,1860.6666245554388,1217.7673908407676,10293.003386937356,2820.204355216074,4573.962061834437,2768.710371555913,30783.41447342385,23894.02026514902,188146.22146213165,117908.04105887769,16839.99059534742,28506.71193270937,3977.888146203753,201366.9148210888,173735.96571887532,75117.48991731563,60544.123059195816,80851.83907970278,87778.92119999934
2008-12-22,0.0,314105.946791886,2511.935946029386,4092.659155722569,15573.722175081684,219647.23577289263,16681.769678238772,251190.99827391503,106355.6562770829,289306.53838479734,838996.302835468,1305.1929060401712,37836.018980296925,3688.960901784853,7520.72687039895,3771.823262373448,10009.883236572774,42174.8167934192,269862.5891758197,1954.473058161158,1345.4935590924506,9889.23245465838,2150.623175061933,3812.004089870632,2594.870773818753,33190.2300106472,21321.3220106125,186876.9344715384,115687.84366157113,12074.39195182727,29292.064092616536,3947.749109686848,189820.7397962502,180641.7640539754,63310.96637862553,58498.31580727917,84206.85133130854,85276.53207632266
